note_source note,title,identifier_PPNanalog,recordIdentifier,classification,dateIssued,accessCondition_use and reproduction,accessCondition_restriction on access,form_material,form_form,extent,coordinates,identifier_ark,subject,canton,documentType,fileUrl,iiifUrl,roleTerm_code,namePart_family,namePart_given,displayForm_personal,topic,state,geographic
"Ein Gletscher zwischen zwei Bergflanken, im Hintergrund ist ein hohes Bergpanorama zu sehen.",Ausblick über einen Gletscher,TF_GP_00093,BibZug_TD_23_00093,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,"8,5x10",,ark:/63274/bz1bj22,Bergfotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00093/800/0/TD_23_00093.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00093/files/images/TD_23_00093.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Portraitreihe eines Mannes in verschiedenen  Altersstufen von der Jugend bis zum Alter.,Portraitreihe,TF_GP_03662,BibZug_TD_23_03662,Bibliothek Zug#Glasplatten,1871 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,18x24,,ark:/63274/bz1bj4w,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03662/800/0/TD_23_03662.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03662/files/images/TD_23_03662.jpg'}],pht,Weiss,Katharina,"Weiss, Katharina",,,
Ein paar spielende Kinder mit einem älteren Mann im Garten vor ein paar Häusern.,Spielende Kinder vor ein paar Häusern,TF_GP_02597,BibZug_TD_23_02597,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,10x15,,ark:/63274/bz1r17k,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02597/800/0/TD_23_02597.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02597/files/images/TD_23_02597.jpg'}],pht,Oetiker,Eugen,"Oetiker, Eugen",,,
"Die Villa Seeblick mit dem Nachbargebäude links an der Artherstrasse, südlich der Altstadt von Zug. Das Gebäude wurde 1837 erbaut und gehört zu den wichtigen Zeitzeugen für die bauliche Entwicklung des Villenquartiers am Seeufer und ist bedeutend für das Ortsbild an der Artherstrasse.
Ein Verandaanbau wurde zwischen 1912 und 1913 angebracht, welcher jedoch noch nicht zu sehen ist.",Villa Seeblick,TF_GP_02548,BibZug_TD_23_02548,Bibliothek Zug#Glasplatten,1902 - 1912,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.16136672113505, 8.513045174201151",ark:/63274/bz1s18b,Ortsbild,Zug,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02548/800/0/TD_23_02548.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02548/files/images/TD_23_02548.jpg'}],,,,,,,
"Zwei Bergsteiger auf einer Tour vor ein paar kleinen Berghütten, im Hintergrund sie mehrere Berghänge und Gipfel zu erkennen.",Zwei Bergsteiger vor Hütten,TF_GP_01760,BibZug_TD_23_01760,Bibliothek Zug#Glasplatten,Juli 1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,9x12,,ark:/63274/bz11v0j,Bergfotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01760/800/0/TD_23_01760.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01760/files/images/TD_23_01760.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Gruppe Personen vor einer Scheune im Hügel, im Hintergrund ist ein Bauernhaus am gegenüberliegendem Berghang zu sehen.",Eine Gruppe Personen vor einer Scheune im Hügel,TF_GP_01761,BibZug_TD_23_01761,Bibliothek Zug#Glasplatten,Juli 1901,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,9x12,,ark:/63274/bz1x18q,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01761/800/0/TD_23_01761.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01761/files/images/TD_23_01761.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein felsiger Abhang mit zwei Bergsteigern am posieren.,Zwei Bergsteiger im Hang,TF_GP_01769,BibZug_TD_23_01769,Bibliothek Zug#Glasplatten,1903,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,9x12,"46.4859263228, 9.83364326664",ark:/63274/bz1sb5h,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01769/800/0/TD_23_01769.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01769/files/images/TD_23_01769.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Portrait einer jungen Dame in einem Hinterhof mit einer Pergola.,Portrait einer jungen Dame,TF_GP_01492,BibZug_TD_23_01492,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1z76h,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01492/800/0/TD_23_01492.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01492/files/images/TD_23_01492.jpg'}],,,,,,,
Ein Portrait eines jungen Mannes.,Portrait eines jungen Mannes,TF_GP_01499,BibZug_TD_23_01499,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1tf2r,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01499/800/0/TD_23_01499.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01499/files/images/TD_23_01499.jpg'}],,,,,,,
Ein Portrait eines jungen Mannes,Ein Portrait eines jungen Mannes,TF_GP_01578,BibZug_TD_23_01578,Bibliothek Zug#Glasplatten,1906,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz11x91,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01578/800/0/TD_23_01578.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01578/files/images/TD_23_01578.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Zwei Bergsteiger stehen bei einer kleinen Berghütte neben einem Gletscher.,Ausblick über einen Gletscher,TF_GP_00094,BibZug_TD_23_00094,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz16t86,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00094/800/0/TD_23_00094.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00094/files/images/TD_23_00094.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Seilschaft aus vier Männern in einem Schneefeld, im Hintergrund einige Bergspitze.",Bergtour des S.A.C.,TF_GP_00070,BibZug_TD_23_00070,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,,"8,5x10",,ark:/63274/bz1616n,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00070/800/0/TD_23_00070.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00070/files/images/TD_23_00070.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Gruppe von Bergsteigern auf einem verschneiten Berggipfel, ein weites Bergpanorama ist im Hintergrund zu sehen.",Bergsteiger auf einem verschneiten Bergspitz,TF_GP_00088,BibZug_TD_23_00088,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz1vj1t,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00088/800/0/TD_23_00088.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00088/files/images/TD_23_00088.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Familie vor einem grossen Haus im Garten, genauer Ort ist unbekannt.",Eine Familienportrait,TF_GP_00632,BibZug_TD_23_00632,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1247t,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00632/800/0/TD_23_00632.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00632/files/images/TD_23_00632.jpg'}],,,,,,,
Portrait von Irma Muther durch ihren Mann.,Portrait von Irma Muther,TF_GP_02860,BibZug_TD_23_02860,Bibliothek Zug#Glasplatten,1930 - 1935,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz1xn3g,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02860/800/0/TD_23_02860.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02860/files/images/TD_23_02860.jpg'}],pht,Muther,Karl Junior,"Muther, Karl Junior",,,
Ein Portrait von zwei Mädchen auf einem Schlitten vor einem Hauseingang.,Zwei Mädchen auf einem Schlitten,TF_GP_01675,BibZug_TD_23_01675,Bibliothek Zug#Glasplatten,1911,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz1tb68,private Fotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01675/800/0/TD_23_01675.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01675/files/images/TD_23_01675.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein steiler und verschneiter Gipfel eines unbekannten Berges.,Verschneiter Berggipfel,TF_GP_00099,BibZug_TD_23_00099,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz1k455,Bergfotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00099/800/0/TD_23_00099.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00099/files/images/TD_23_00099.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Ein Portrait von einem jungem Soldaten in Uniform, eventuell für die Mobilmachung während des Ersten Weltkrieges.",Ein junger Soldat in Uniform,TF_GP_01503,BibZug_TD_23_01503,Bibliothek Zug#Glasplatten,1914,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Militär,9x12,,ark:/63274/bz1pr2s,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01503/800/0/TD_23_01503.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01503/files/images/TD_23_01503.jpg'}],,,,,,,
Ein Portrait eines Studenten mit seinem Couleur und einer Pfeife.,Ein rauchender Student,TF_GP_01528,BibZug_TD_23_01528,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,9x12,,ark:/63274/bz15r2m,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_01528/800/0/TD_23_01528.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_01528/files/images/TD_23_01528.jpg'}],,,,,,,
"Eine Strasse bei dem Schnetztor, einem Teil der historischen Stadtmauer von Konstanz.",Das Schnetztor,TF_GP_02055,BibZug_TD_23_02055,Bibliothek Zug#Glasplatten,1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.6587169526, 9.17097352869",ark:/63274/bz1s472,Tourismus,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02055/800/0/TD_23_02055.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02055/files/images/TD_23_02055.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Strasse bei dem Schnetztor, einem Teil der historischen Stadtmauer von Konstanz. Im Vordergrund ist noch ein Pferdegespann zu erkennen.",Das Schnetztor in Konstanz,TF_GP_02056,BibZug_TD_23_02056,Bibliothek Zug#Glasplatten,1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.6587169526, 9.17097352869",ark:/63274/bz1nf4v,Ortsbild,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02056/800/0/TD_23_02056.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02056/files/images/TD_23_02056.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine belebte Szene bei der Strasse zum Schnetztor hin, einem Teil der historischen Stadtmauer von Konstanz.",Das Schnetztor der historischen Stadtmauer in Konstanz,TF_GP_02057,BibZug_TD_23_02057,Bibliothek Zug#Glasplatten,1900,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,9x12,"47.6587169526, 9.17097352869",ark:/63274/bz1hr07,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_02057/800/0/TD_23_02057.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_02057/files/images/TD_23_02057.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Eine Gruppe Wanderer des S.A.C. am posieren mit einer ausgestopfte Gämse als Maskottchen.,Eine Gruppe des S.A.C.,TF_GP_03210,BibZug_TD_23_03210,Bibliothek Zug#Glasplatten,1894,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,"46.7744589937, 8.26801519264",ark:/63274/bz1hf4g,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03210/800/0/TD_23_03210.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03210/files/images/TD_23_03210.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Portrait von einem Mann mit zwei Damen im Arm in einem felsigen Abhang.,Portrait von drei Personen,TF_GP_03211,BibZug_TD_23_03211,Bibliothek Zug#Glasplatten,1894,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,"46.7744589937, 8.26801519264",ark:/63274/bz1cn14,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03211/800/0/TD_23_03211.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03211/files/images/TD_23_03211.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine Gruppe Wanderer bei einer Pause, im Hintergrund sieht man ein Bergpanorama.",Eine Gruppe Wanderer,TF_GP_03215,BibZug_TD_23_03215,Bibliothek Zug#Glasplatten,1894,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Geschichte,13x18,"46.7744589937, 8.26801519264",ark:/63274/bz17x8p,Bergfotografie,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03215/800/0/TD_23_03215.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03215/files/images/TD_23_03215.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Blick über ein Tal hinweg mit einer Bergkette im Hintergrund,Blick über ein Tal,TF_GP_03350,BibZug_TD_23_03350,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,13x18,,ark:/63274/bz1gf5j,Natur,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03350/800/0/TD_23_03350.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03350/files/images/TD_23_03350.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Portrait von einem älteren Paar.,Portrait von einem älteren Paar,TF_GP_03371,BibZug_TD_23_03371,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz16x9r,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03371/800/0/TD_23_03371.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03371/files/images/TD_23_03371.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Selbstportrait von Joseph Maria Weber-Strebel.,Selbstportrait von Weber-Strebel,TF_GP_03379,BibZug_TD_23_03379,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz15x80,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03379/800/0/TD_23_03379.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03379/files/images/TD_23_03379.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Bild von mehreren Mädchen mit Schlitten und Schneebällen.,Mehrere Mädchen mit Schlitten,TF_GP_03378,BibZug_TD_23_03378,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz19r1k,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03378/800/0/TD_23_03378.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03378/files/images/TD_23_03378.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Ein Bild von mehreren Mädchen mit Schlitten, eine hat einen Schneeball in der Hand.",Mehrere Mädchen mit Schlitten,TF_GP_03377,BibZug_TD_23_03377,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz1ff3c,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03377/800/0/TD_23_03377.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03377/files/images/TD_23_03377.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Aufbau vor einem Haus von mehreren Heiligenbilder.,Aufbau von Heiligenbilder,TF_GP_03374,BibZug_TD_23_03374,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Religion,13x18,,ark:/63274/bz1tn21,Alltag,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03374/800/0/TD_23_03374.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03374/files/images/TD_23_03374.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Aufbau vor einem Haus mit mehreren Heiligenbilder.,Heiligenbilder,TF_GP_03373,BibZug_TD_23_03373,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Religion,13x18,,ark:/63274/bz1zf4z,Kirche,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03373/800/0/TD_23_03373.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03373/files/images/TD_23_03373.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein Portrait von einer junge Dame und zwei jungen Männer.,Portrait von drei jungen Personen,TF_GP_03372,BibZug_TD_23_03372,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,13x18,,ark:/63274/bz13475,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_03372/800/0/TD_23_03372.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_03372/files/images/TD_23_03372.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Ein steiler und felsiger Berghang, im Hintergrund sind drei Bergsteiger zu sehen.",Drei Bergsteiger in einem Felshang,TF_GP_00175,BibZug_TD_23_00175,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz14j20,Natur,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00175/800/0/TD_23_00175.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00175/files/images/TD_23_00175.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Ein einzelner Bergsteiger posiert mit seiner Ausrüstung bei einem verschneiten Gipfel.,Ein einzelner Bergsteiger,TF_GP_00176,BibZug_TD_23_00176,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,"8,5x10",,ark:/63274/bz10t84,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00176/800/0/TD_23_00176.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00176/files/images/TD_23_00176.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
Eine Aufnahme von Joseph Maria Weber-Strebel selbst. Er sitzt dabei vor einem Tal mit einem Berggipfel im Hintergrund. Der genaue Ort ist unbekannt.,Joseph Maria Weber-Strebel vor einem Berggipfel,TF_GP_00177,BibZug_TD_23_00177,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Portrait,"8,5x10",,ark:/63274/bz1w46p,Portrait,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00177/800/0/TD_23_00177.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00177/files/images/TD_23_00177.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Ein Bergsteiger zwischen einem felsigen Abhang und einem Gletscher auf der linken Seite im Bild. Vor einem markanten Berggipfel, im Hintergrund kann man noch eine Gruppe von Personen erkennen, vermutlich von der gleichen Bergsteigergruppe.","Ein Bergsteige vor einem Gletscher, Ort unbekannt",TF_GP_00178,BibZug_TD_23_00178,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz1rb3b,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00178/800/0/TD_23_00178.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00178/files/images/TD_23_00178.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
"Eine grosse Gruppe Bergsteiger oder Wanderer mit einer Herde Ziegen im Vordergrund,  im Hintergrund ist ein Tal mit den Berggipfeln.",Eine grosse Gruppe Bergsteiger,TF_GP_00179,BibZug_TD_23_00179,Bibliothek Zug#Glasplatten,Undatiert,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,OPENACCESS,Glasplatte,Natur,"8,5x10",,ark:/63274/bz1mn1j,Personen,,Photograph,[{'FILE_0001_DEFAULT': 'https://zentralgut.ch/content/BibZug_TD_23_00179/800/0/TD_23_00179.jpg'}],[{'FILE_0001_IIIF': 'https://zentralgut.ch/api/v1/records/BibZug_TD_23_00179/files/images/TD_23_00179.jpg'}],pht,Weber-Strebel,Joseph Maria,"Weber-Strebel, Joseph Maria",,,
